DepotID,ClientID,VehicleID,Distancia (km),Duracion (horas)
1,1,1,9999999999999,9999999999999
1,1,2,9999999999999,9999999999999
1,1,3,9999999999999,9999999999999
1,1,4,9999999999999,9999999999999
1,1,5,9999999999999,9999999999999
1,1,6,9999999999999,9999999999999
1,2,1,33.0616,0.6967222222222221
1,2,2,33.0616,0.6967222222222221
1,2,3,33.0616,0.6967222222222221
1,2,4,33.0616,0.6967222222222221
1,2,5,23.988358838178744,0.5997089709544686
1,2,6,23.988358838178744,0.5997089709544686
1,3,1,10.1619,0.29275
1,3,2,10.1619,0.29275
1,3,3,10.1619,0.29275
1,3,4,10.1619,0.29275
1,3,5,6.703733748601222,0.16759334371503054
1,3,6,6.703733748601222,0.16759334371503054
1,4,1,6.4524,0.19219444444444445
1,4,2,6.4524,0.19219444444444445
1,4,3,6.4524,0.19219444444444445
1,4,4,6.4524,0.19219444444444445
1,4,5,3.540316093988652,0.08850790234971631
1,4,6,3.540316093988652,0.08850790234971631
1,5,1,21.4157,0.4837222222222222
1,5,2,21.4157,0.4837222222222222
1,5,3,21.4157,0.4837222222222222
1,5,4,21.4157,0.4837222222222222
1,5,5,17.059423956683826,0.42648559891709564
1,5,6,17.059423956683826,0.42648559891709564
1,6,1,16.9241,0.37644444444444447
1,6,2,16.9241,0.37644444444444447
1,6,3,16.9241,0.37644444444444447
1,6,4,16.9241,0.37644444444444447
1,6,5,12.061419131918619,0.30153547829796545
1,6,6,12.061419131918619,0.30153547829796545
1,7,1,20.126900000000003,0.40008333333333335
1,7,2,20.126900000000003,0.40008333333333335
1,7,3,20.126900000000003,0.40008333333333335
1,7,4,20.126900000000003,0.40008333333333335
1,7,5,14.355015782790085,0.35887539456975215
1,7,6,14.355015782790085,0.35887539456975215
1,8,1,11.3612,0.2436111111111111
1,8,2,11.3612,0.2436111111111111
1,8,3,11.3612,0.2436111111111111
1,8,4,11.3612,0.2436111111111111
1,8,5,8.52967006737673,0.21324175168441822
1,8,6,8.52967006737673,0.21324175168441822
1,9,1,4.329899999999999,0.10608333333333332
1,9,2,4.329899999999999,0.10608333333333332
1,9,3,4.329899999999999,0.10608333333333332
1,9,4,4.329899999999999,0.10608333333333332
1,9,5,2.2345978389372716,0.05586494597343179
1,9,6,2.2345978389372716,0.05586494597343179
1,10,1,31.289900000000003,0.6506666666666667
1,10,2,31.289900000000003,0.6506666666666667
1,10,3,31.289900000000003,0.6506666666666667
1,10,4,31.289900000000003,0.6506666666666667
1,10,5,22.417663541628123,0.560441588540703
1,10,6,22.417663541628123,0.560441588540703
1,11,1,13.659,0.3164166666666666
1,11,2,13.659,0.3164166666666666
1,11,3,13.659,0.3164166666666666
1,11,4,13.659,0.3164166666666666
1,11,5,10.020121740995846,0.25050304352489616
1,11,6,10.020121740995846,0.25050304352489616
1,12,1,26.2234,0.5552222222222222
1,12,2,26.2234,0.5552222222222222
1,12,3,26.2234,0.5552222222222222
1,12,4,26.2234,0.5552222222222222
1,12,5,19.602398863908366,0.49005997159770914
1,12,6,19.602398863908366,0.49005997159770914
1,13,1,11.1383,0.2152777777777778
1,13,2,11.1383,0.2152777777777778
1,13,3,11.1383,0.2152777777777778
1,13,4,11.1383,0.2152777777777778
1,13,5,8.505443088430262,0.21263607721075656
1,13,6,8.505443088430262,0.21263607721075656
